SERIAL,PERSON NUMBERS,PERSON 1 DESCRIPTION,RELATIONSHIP DESCRIPTION,HOUSEHOLD DESCRIPTION,OTHER PERSON DESCRIPTIONS,group_id,day_index,hour_index,_household_size,_segment,_serial_num,_reused,status,posted_at,error,uri,cid,thread_post_count
3919,"1,2","I am a 71-year-old man. I was born in New York. I am not in the work force anymore, my income was $18k last year.",I live with my wife.,We live in Alabama. We live in a house built in the 1950s with 3 bedrooms. We own our home. Our annual property taxes are $ 500 - 549.,My wife is 63 years old. She was born in Alabama. She is a stocker and order filler. She made $15k last year. She leaves for work at around 8:02 am. It takes her about 10 minutes to get to work.,16,16,16,2,size_2,3919,0,posted,2026-04-23T12:38:24+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk5zqdwcdz2c,bafyreicbf4ubvpzlh5muo2o6ilrzzyjjub54f3xgiwvq4pudw6q4lmksmu,2
1531416,"1,2,3","I am a 34-year-old man. I am married, but we don't live together. I moved from a different state last year. I was born in Maine. I speak spanish. My ancestry is mexican. I am a construction manager. I made $123k last year. I drive to work. I leave for work at around 5:42 am. It takes me about 30 minutes to get to work.",I live with 2 male roommates.,We live in Wyoming. We live in a 3-4 family home built in the 1940s with 2 bedrooms. We rent.,My male roommate is 25 years old. He was born in mexico. He speaks spanish. His ancestry is mexican. He works as a structural iron and steel worker. He made $68k last year. He leaves for work at around 5:02 am. It takes him about 30 minutes to get to work. My male roommate is 22 years old. He was born in Texas. He speaks spanish. His ancestry is mexican. He works as a structural iron and steel worker. He made $53k last year. He leaves for work at around 5:02 am. It takes him about 30 minutes to get to work.,16,16,17,3,size_3_4,1531416,0,posted,2026-04-23T13:52:02+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk65tztrcj2i,bafyreie6ntosihw4wazztumm565yedph2fyc72xxjof4vkfshfbaerkntq,4
1531514,"1,2",I am a 36-year-old man. I moved from a different state last year. I was born in Texas. My ancestry is german. I am a production worker. I made $100k last year. I drive to work. I leave for work at around 3:05 am. It takes me about 15 minutes to get to work.,I live with my brother.,We live in Wyoming. We live in a house built in the 1940s with 2 bedrooms. We rent.,My brother is 34 years old. He was born in Texas. His ancestry is german. He works as a plant and system operator. He made $70k last year. He leaves for work at around 3:05 pm. It takes him about 15 minutes to get to work.,16,16,18,2,size_2,1531514,0,posted,2026-04-23T14:58:56+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk6blnpluo2g,bafyreicfhstu4hh6upxwhzov7vxlen6p4unxdjgb5rfz3cufzxtsjjsxhi,3
3978,"1,2,3,4",I am a 47-year-old man. I was naturalized as a citizen in 2020. I was born in india. I speak urdu. I am a physician. I made $240.1k last year. I studied biology in college. I drive to work. I leave for work at around 7:32 am. It takes me about 25 minutes to get to work.,I live with my wife and my son and my daughter.,"We live in the mobile, Alabama area. We live in a house built in the 2010s with 4 bedrooms. We own our home. Our annual property taxes are $ 1,900 - 1,999.",My wife is 40 years old. She was naturalized as a citizen in 2015. She was born in india. She speaks urdu. She is a secondary school teacher. She made $80k last year. She studied computer and information systems. She leaves for work at around 7:32 am. It takes her about 35 minutes to get to work. My daughter is 16 years old. She was born in Michigan. She made $60 last year. My son is 12 years old. He was born in Alabama.,16,16,19,4,size_3_4,3978,0,posted,2026-04-23T15:52:35+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk6elllwxp2l,bafyreibvpnvbpulqa3rj2xrao7zlpjomrhx4ftgeqgqaodcouqd4ymxrjm,4
3920,"1,2","I am a 76-year-old man. I have been married more than twice. I am a veteran. I was born in Alabama. My ancestry is scottish. I am not in the work force anymore, my income was $24.8k last year.",I live with my wife.,"We live in the mobile, Alabama area. We live in a house built in the 1950s with 2 bedrooms. We own our home.",My wife is 64 years old. She was born in Alabama. She is a first-line office and administrative support supervisor. She made $34.5k last year.,16,16,20,2,size_2,3920,0,posted,2026-04-23T16:49:36+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk6hrk7uj42s,bafyreiann2linygy6yy7zrcgvvpx37q2fbxeq7klgw6tjprzinh27xtmbi,2
1531417,"1,2,3,4",I am a 48-year-old man. I was born in Wyoming. I am a chief executive and legislator. I made $95k last year. I studied business management and administration in college. I drive to work. I leave for work at around 7:32 am. It takes me about 10 minutes to get to work.,I live with my wife and my son and my daughter.,We live in Wyoming. We live in a house built in the 1970s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $2100-2199 ($2199+ 1990 pr samples).,"My wife is 46 years old. She was born in Wyoming. She is a bookkeeping, accounting, and auditing clerk. She made $35k last year. She leaves for work at around 8:32 am. It takes her about 10 minutes to get to work. My daughter is 22 years old. She was born in Arizona. She is a pharmacy technician. She made $15k last year. She leaves for work at around 7:52 am. It takes her about 5 minutes to get to work. My son is 18 years old. He was born in Arizona. He works as a extraction worker. He made $6k last year. He leaves for work at around 7:32 am. It takes him about 20 minutes to get to work.",16,16,21,4,size_3_4,1531417,0,posted,2026-04-23T17:45:11+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk6kuw3c4k2i,bafyreihjnsi2k42ybijfq5btxjyqljqwegxqjaz3qhg5pnsfcom64shjse,5
1531511,"1,2",I am a 64-year-old man. I am a veteran. I was born in Wyoming. I am a chief executive and legislator. I made $48.5k last year. I studied agriculture production and management in college.,I live with my wife.,"We live in the cheyenne, Wyoming area. We live in a house built around 1990 with 4 bedrooms. We own our home. Our annual property taxes are $2100-2199 ($2199+ 1990 pr samples).",My wife is 61 years old. She was born in Missouri. She is a first-line office and administrative support supervisor. She made $50k last year. She leaves for work at around 4:05 am. It takes her about 15 minutes to get to work.,16,16,22,2,size_2,1531511,0,posted,2026-04-23T18:39:59+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk6nwvw2742c,bafyreibk7c6gk5tdam3uyey4kni7wiwiwk5xwq3x3jwbje6b6ziem4vj34,3
3976,"1,2,3",I am a 64-year-old woman. I have been married more than once. I moved within state. I was born in Texas. I am a travel agent. I made $10.6k last year.,I live with my husband and a male non-relative.,"We live in the birmingham, Alabama area. We live in a mobile home or trailer built in the 2000s with 3 bedrooms. We rent.","My husband is 63 years old. He was born in Florida. He works as a industrial engineer, including health and safety. He made $41.5k last year. My non-relatives (1990 includes employees) is 25 years old. He was born in Alabama. He works as a services sales representative. He made $42k last year.",16,16,23,3,size_3_4,3976,0,posted,2026-04-23T19:43:08+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk6rhtpret2q,bafyreibrsy7lgddqyfm4ns5fp7brbg3xlfple4icwwxnfoaow72dnyzbzm,3
3970,1,I am a 59-year-old man. I was born in Florida. I made $10.8k last year.,I live alone.,"I live in the dothan, Alabama area. I live in a house built in the 1960s with 2 bedrooms. I rent.",,17,17,0,1,size_1,3970,0,posted,2026-04-23T20:34:32+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk6udqjm7r2c,bafyreiepeew4qgix35o2xw2w3wkwfywxbzzmjrsz4pxrmggyvlsap6onsi,1
1529458,"1,2,3,4,5,6,7,8",I am a 40-year-old man. I have been married more than once. I was born in Wyoming. My ancestry is english. I am a registered nurse. I made $100k last year. I studied health and medical administrative services in college. I drive to work. I leave for work at around 9:02 am. It takes me about 5 minutes to get to work.,I live with my wife and 6 sons.,"We live in Wyoming. We live in a house built in the 1980s with 5 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 2,400 - 2,499.",My wife is 32 years old. She was born in Utah. Her ancestry is english. She is a elementary and middle school teacher. She made $50k last year. She studied general education. She leaves for work at around 8:32 am. My 1st son is 12 years old. He was born in Utah. His ancestry is english. My 2nd son is 11 years old. He was born in Wyoming. His ancestry is english. My 3rd son is 9 years old. He was born in Wyoming. His ancestry is english. My 4th son is 7 years old. He was born in Utah. His ancestry is english. My 5th son is 4 years old. He was born in Utah. His ancestry is english. My 6th son is 1 years old. He was born in Utah. His ancestry is english.,17,17,1,8,size_8_plus,1529458,0,posted,2026-04-23T21:30:14+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk6xhdz3ym2s,bafyreiaegtih3pje2jfd44dbvus6t4ykvmekarlfntipwfnduu3r4qmnja,5
1531427,1,"I am a 73-year-old man. I was born in California. My ancestry is eastern european. I used to be a advertising sales agent. I am not in the work force anymore, my income was $16k last year. I studied business management and administration in college.",I live alone.,I live in Wyoming. I live in a house built around 1990 with 3 bedrooms. I own my home. My annual property taxes are $ 850 - 899.,,17,17,2,1,size_1,1531427,0,posted,2026-04-23T22:28:24+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk72pe6caa2s,bafyreig3g6kpe2ez3yx3tngakwtjiutorby3bgbkaffmgrtlis74dbwwxi,2
9805,"1,2,3,4,5,6,7,8,9,10",I am a 61-year-old woman. I have been married more than once. I was born in Alabama. I made $11.5k last year.,"I live with my husband, 2 sons and my daughter, and 5 grandsons.",We live in Alabama. We live in a mobile home or trailer built around 1990 with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 50 - 99.,My husband is 58 years old. He was born in Alabama. He works as a retail supervisor. He made $100k last year. He leaves for work at around 7:32 am. It takes him about 15 minutes to get to work. My 1st son is 33 years old. He was born in Georgia. He works as a landscaping and groundskeeping worker. He made $15k last year. He leaves for work at around 7:02 am. It takes him about 60 minutes to get to work. My daughter is 28 years old. She was born in Georgia. She is a cashier. She made $13.4k last year. She leaves for work at around 6:42 am. It takes her about 25 minutes to get to work. My 2nd son is 9 years old. He was born in Georgia. They were born in Alabama.,17,17,3,10,size_8_plus,9805,0,posted,2026-04-23T23:29:59+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk765i42md2h,bafyreidcjkorz6q4q7pzfgseti337wgpwmzeyn2qqti7pcpdnhhuhy6jnm,4
3971,1,I am a 49-year-old woman. I was born in Ohio. I am a manager. I made $95k last year. I drive to work. I leave for work at around 6:32 am. It takes me about 30 minutes to get to work.,I live alone.,"I live in the mobile, Alabama area. I live in a attached house built in the 1950s with 3 bedrooms. I own my home. My annual property taxes are $ 1,100 - 1,199.",,17,17,4,1,size_1,3971,0,posted,2026-04-24T01:05:06+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk7dhkpaqd2c,bafyreiaucrctzyrxoxlxb5okn3vhyhfdef7y7iwuqnnym6hw6ar5hh5d6i,2
1531053,"1,2,3,4,5",I am a 43-year-old man. I was born in Arizona. I am a camera operator and editor. I made $74.2k last year. I studied communications in college. I work from home.,I live with my wife and my son and 2 daughters.,"We live in Wyoming. We live in a house built around 1990 with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 1,400 - 1,499.",My wife is 41 years old. She was born in Colorado. Her ancestry is dutch. She did not have personal income last year. She studied communications. My 1st daughter is 13 years old. She was born in Florida. Her ancestry is dutch. My son is 11 years old. He was born in Florida. His ancestry is dutch. My 2nd daughter is 9 years old. She was born in Florida. Her ancestry is dutch.,17,17,5,5,size_5_7,1531053,0,posted,2026-04-24T01:53:52+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk7g6r73cx2s,bafyreidcruitbio3toepp6fp3d45xhla5aqsmzwsjwscav4iyeuzz6x5aa,3
1531426,1,"I am a 80-year-old woman. I am divorced. I have been married more than twice. I have trouble with my vision. I was born in Wyoming. I am not in the work force anymore, my income was $22k last year.",I live alone.,"I live in Wyoming. I live in a 10-19 family building built in the 2010s with 2 bedrooms. I own my home. My annual property taxes are $ 1,300 - 1,399.",,17,17,6,1,size_1,1531426,0,posted,2026-04-24T03:21:34+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk7l3kz2bq24,bafyreibqfpzabevb3ro2pwadwyacxxvu5mrtm7v26ufwzkfr2h7p2svq2a,2
4327,"1,2,3,4,5,6,7",I am a 39-year-old man. I was born in pacific islands. I speak other malayan. My ancestry is micronesian. I am a chef and head cook. I made $75k last year. I drive to work. I leave for work at around 8:02 am. It takes me about 20 minutes to get to work.,I live with my wife and 4 sons and my daughter.,"We live in the birmingham, Alabama area. We live in a house built in the 1960s with 3 bedrooms. We rent.",My wife is 29 years old. She was born in pacific islands. She speaks other malayan. Her ancestry is micronesian. She is a stocker and order filler. She made $45k last year. She leaves for work at around 5:05 pm. It takes her about 5 minutes to get to work. My 1st son is 17 years old. He was born in pacific islands. He speaks other malayan. His ancestry is micronesian. He works as a waiter or waitress. He made $4.2k last year. My 2nd son is 12 years old. He was born in Georgia. He speaks other malayan. His ancestry is micronesian. My 3rd son is 9 years old. He was born in Georgia. He speaks other malayan. His ancestry is micronesian. My 4th son is 6 years old. He was born in Hawaii. He speaks other malayan. His ancestry is micronesian. My daughter is 3 years old. She was born in Georgia. Her ancestry is micronesian.,17,17,7,7,size_5_7,4327,0,posted,2026-04-24T05:16:23+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk7rivnxfz2s,bafyreifkp433fn5tqmaldouvha6knis5y5dhy3ohejeb5n2vjgctfpjmgy,5
3974,1,"I am a 85-year-old woman. I am divorced. I was born in Alabama. My ancestry is irish. I used to be a first-line office and administrative support supervisor. I am not in the work force anymore, my income was $13.4k last year.",I live alone.,I live in Alabama. I live in a mobile home or trailer built around 1990 with 3 bedrooms. I own my home.,,17,17,8,1,size_1,3974,0,posted,2026-04-24T06:55:47+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mk7x2msjxk2i,bafyreic6cm7zmfvdzz6lhaqkisn26xxigiw6yz6tpjywjh4qhvxkyinjoa,2
1531073,"1,2,3,4,5",I am a 49-year-old woman. I was born in district of columbia. My ancestry is english. I am a mental health counselor. I made $50k last year. I studied psychology in college. I drive to work. I leave for work at around 8:02 am. It takes me about 15 minutes to get to work.,I live with my husband and 2 sons and my daughter.,"We live in Wyoming. We live in a house built in the 1980s with 5 bedrooms. We own our home. Our annual property taxes are $ 2,500 - 2,599.",My husband is 48 years old. He was born in Iowa. His ancestry is dutch. He have been looking for work. He works as a agricultural worker. He made $80k last year. He studied plant science and agronomy. He leaves for work at around 8:02 am. It takes him about 20 minutes to get to work. My 1st son is 17 years old. He was born in Colorado. His ancestry is english. He did not have personal income last year. My daughter is 16 years old. She was born in Colorado. Her ancestry is english. She did not have personal income last year. My 2nd son is 14 years old. He was born in Colorado. His ancestry is english.,17,17,9,5,size_5_7,1531073,0,posted,2026-04-24T07:53:32+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mka2bvkzq42s,bafyreifbpj2ranvvqti7os3k55i5j7fe5rkhn2nf6spivkpv2le265qr3u,4
